Species,Bag_Color,Tank,MHW,SH_Tide,SH_Temp,Rep,Well_Plate,Slot,Weigh_Boat_g,B_S_T_g,B_S_g,Shell_g,Tissue_g,Shell.mg,Tissue.mg,CI,Notes
Ostrea lurida,Yellow,7,18˚C,Tide,21˚C,6,3,F4,0.0265,0.0405,0.0398,0.0133,0.0007,13.3,0.7,5.263,
Ostrea lurida,Yellow,7,18˚C,Tide,21˚C,1,3,E11,0.0177,0.0263,0.0259,0.0082,0.0004,8.2,0.4,4.878,
Ostrea lurida,Yellow,7,18˚C,Tide,21˚C,2,3,E12,0.0217,0.0471,0.046,0.0243,0.0011,24.3,1.1,4.527,
Ostrea lurida,Yellow,7,18˚C,Tide,21˚C,3,3,F1,0.023,0.0356,0.0351,0.0121,0.0005,12.1,0.5,4.132,
Ostrea lurida,Yellow,7,18˚C,Tide,21˚C,7,3,F5,0.0198,0.0275,0.0272,0.0074,0.0003,7.4,0.3,4.054,
Ostrea lurida,Yellow,7,18˚C,Tide,21˚C,4,3,F2,0.0237,0.048,0.0472,0.0235,0.0008,23.5,0.8,3.404,
Ostrea lurida,Yellow,7,18˚C,Tide,21˚C,5,3,F3,0.0212,0.0316,0.0313,0.0101,0.0003,10.1,0.3,2.970,
Ostrea lurida,Yellow,6,18˚C,No Tide,15˚C,10,3,D2,0.011,0.0363,0.0342,0.0232,0.0021,23.2,2.1,9.052,
Ostrea lurida,Yellow,6,18˚C,No Tide,15˚C,9,3,D1,0.0165,0.0283,0.0274,0.0109,0.0009,10.9,0.9,8.257,
Ostrea lurida,Yellow,6,18˚C,No Tide,15˚C,6,3,C10,0.0137,0.0223,0.0217,0.008,0.0006,8,0.6,7.500,
Ostrea lurida,Yellow,6,18˚C,No Tide,15˚C,8,3,C12,0.0204,0.0351,0.0341,0.0137,0.001,13.7,1,7.299,
Ostrea lurida,Yellow,6,18˚C,No Tide,15˚C,3,3,C7,0.0155,0.0249,0.0243,0.0088,0.0006,8.8,0.6,6.818,
Ostrea lurida,Yellow,6,18˚C,No Tide,15˚C,4,3,C8,0.0156,0.0297,0.0288,0.0132,0.0009,13.2,0.9,6.818,
Ostrea lurida,Yellow,6,18˚C,No Tide,15˚C,1,3,C5,0.019,0.0426,0.0412,0.0222,0.0014,22.2,1.4,6.306,
Ostrea lurida,Yellow,6,18˚C,No Tide,15˚C,7,3,C11,0.0169,0.0263,0.0258,0.0089,0.0005,8.9,0.5,5.618,
Ostrea lurida,Yellow,6,18˚C,No Tide,15˚C,2,3,C6,0.015,0.0314,0.0306,0.0156,0.0008,15.6,0.8,5.128,
Ostrea lurida,Yellow,6,18˚C,No Tide,15˚C,5,3,C9,0.0131,0.0358,0.0348,0.0217,0.001,21.7,1,4.608,
Ostrea lurida,Yellow,6,18˚C,No Tide,21˚C,3,3,D5,0.0247,0.0386,0.037,0.0123,0.0016,12.3,1.6,13.008,
Ostrea lurida,Yellow,6,18˚C,No Tide,21˚C,4,3,D6,0.0145,0.0337,0.0325,0.018,0.0012,18,1.2,6.667,
Ostrea lurida,Yellow,6,18˚C,No Tide,21˚C,7,3,D9,0.0177,0.0261,0.0256,0.0079,0.0005,7.9,0.5,6.329,
Ostrea lurida,Yellow,6,18˚C,No Tide,21˚C,8,3,D10,0.0256,0.0474,0.0462,0.0206,0.0012,20.6,1.2,5.825,
Ostrea lurida,Yellow,6,18˚C,No Tide,21˚C,10,3,D12,0.0307,0.0461,0.0453,0.0146,0.0008,14.6,0.8,5.479,
Ostrea lurida,Yellow,6,18˚C,No Tide,21˚C,9,3,D11,0.0148,0.0344,0.0334,0.0186,0.001,18.6,1,5.376,
Ostrea lurida,Yellow,6,18˚C,No Tide,21˚C,1,3,D3,0.0148,0.0414,0.0401,0.0253,0.0013,25.3,1.3,5.138,
Ostrea lurida,Yellow,6,18˚C,No Tide,21˚C,5,3,D7,0.0167,0.0265,0.0261,0.0094,0.0004,9.4,0.4,4.255,
Ostrea lurida,Yellow,6,18˚C,No Tide,21˚C,6,3,D8,0.0186,0.042,0.0411,0.0225,0.0009,22.5,0.9,4.000,
Ostrea lurida,Yellow,6,18˚C,No Tide,21˚C,2,3,D4,0.0139,0.038,0.0379,0.024,0.0001,24,0.1,0.417,
Ostrea lurida,Yellow,6,18˚C,Tide,15˚C,2,3,A10,0.0172,0.0298,0.0288,0.0116,0.001,11.6,1,8.621,
Ostrea lurida,Yellow,6,18˚C,Tide,15˚C,3,3,A11,0.0166,0.0337,0.0324,0.0158,0.0013,15.8,1.3,8.228,
Ostrea lurida,Yellow,6,18˚C,Tide,15˚C,8,3,B4,0.0258,0.036,0.0353,0.0095,0.0007,9.5,0.7,7.368,
Ostrea lurida,Yellow,6,18˚C,Tide,15˚C,6,3,B2,0.019,0.0328,0.0319,0.0129,0.0009,12.9,0.9,6.977,
Ostrea lurida,Yellow,6,18˚C,Tide,15˚C,1,3,A9,0.0226,0.0381,0.0371,0.0145,0.001,14.5,1,6.897,
Ostrea lurida,Yellow,6,18˚C,Tide,15˚C,4,3,A12,0.0186,0.0271,0.0266,0.008,0.0005,8,0.5,6.250,
Ostrea lurida,Yellow,6,18˚C,Tide,15˚C,7,3,B3,0.016,0.0357,0.0346,0.0186,0.0011,18.6,1.1,5.914,
Ostrea lurida,Yellow,6,18˚C,Tide,15˚C,9,3,B5,0.0171,0.0423,0.041,0.0239,0.0013,23.9,1.3,5.439,
Ostrea lurida,Yellow,6,18˚C,Tide,15˚C,5,3,B1,0.0213,0.0481,0.0468,0.0255,0.0013,25.5,1.3,5.098,
Ostrea lurida,Yellow,6,18˚C,Tide,15˚C,10,3,B6,0.0242,0.0454,0.0444,0.0202,0.001,20.2,1,4.950,
Ostrea lurida,Yellow,6,18˚C,Tide,21˚C,2,3,B8,0.0175,0.0341,0.0336,0.0161,0.0005,16.1,0.5,3.106,
Ostrea lurida,Yellow,6,18˚C,Tide,21˚C,5,3,B11,0.0192,0.0259,0.0254,0.0062,0.0005,6.2,0.5,8.065,
Ostrea lurida,Yellow,6,18˚C,Tide,21˚C,7,3,C1,0.0298,0.0402,0.0395,0.0097,0.0007,9.7,0.7,7.216,
Ostrea lurida,Yellow,6,18˚C,Tide,21˚C,10,3,C4,0.0205,0.0357,0.0347,0.0142,0.001,14.2,1,7.042,
Ostrea lurida,Yellow,6,18˚C,Tide,21˚C,6,3,B12,0.0197,0.0298,0.0292,0.0095,0.0006,9.5,0.6,6.316,
Ostrea lurida,Yellow,6,18˚C,Tide,21˚C,1,3,B7,0.014,0.0234,0.0229,0.0089,0.0005,8.9,0.5,5.618,
Ostrea lurida,Yellow,6,18˚C,Tide,21˚C,3,3,B9,0.0148,0.0186,0.0184,0.0036,0.0002,3.6,0.2,5.556,
Ostrea lurida,Yellow,6,18˚C,Tide,21˚C,4,3,B10,0.023,0.0345,0.0339,0.0109,0.0006,10.9,0.6,5.505,
Ostrea lurida,Yellow,6,18˚C,Tide,21˚C,9,3,C3,0.0157,0.0316,0.0308,0.0151,0.0008,15.1,0.8,5.298,
Ostrea lurida,Yellow,6,18˚C,Tide,21˚C,8,3,C2,0.018,0.0274,0.027,0.009,0.0004,9,0.4,4.444,
Ostrea lurida,Yellow,5,15˚C,No Tide,15˚C,8,2,H8,0.0241,0.0315,0.031,0.0069,0.0005,6.9,0.5,7.246,
Ostrea lurida,Yellow,5,15˚C,No Tide,15˚C,2,2,H2,0.0263,0.0449,0.0437,0.0174,0.0012,17.4,1.2,6.897,
Ostrea lurida,Yellow,5,15˚C,No Tide,15˚C,3,2,H3,0.0189,0.036,0.035,0.0161,0.001,16.1,1,6.211,
Ostrea lurida,Yellow,5,15˚C,No Tide,15˚C,9,2,H9,0.0209,0.0295,0.029,0.0081,0.0005,8.1,0.5,6.173,
Ostrea lurida,Yellow,5,15˚C,No Tide,15˚C,5,2,H5,0.019,0.028,0.0275,0.0085,0.0005,8.5,0.5,5.882,
Ostrea lurida,Yellow,5,15˚C,No Tide,15˚C,4,2,H4,0.019,0.0281,0.0276,0.0086,0.0005,8.6,0.5,5.814,
Ostrea lurida,Yellow,5,15˚C,No Tide,15˚C,7,2,H7,0.0182,0.0278,0.0273,0.0091,0.0005,9.1,0.5,5.495,
Ostrea lurida,Yellow,5,15˚C,No Tide,15˚C,10,2,H10,0.0166,0.0359,0.0349,0.0183,0.001,18.3,1,5.464,
Ostrea lurida,Yellow,5,15˚C,No Tide,15˚C,1,2,H1,0.0169,0.0471,0.0456,0.0287,0.0015,28.7,1.5,5.226,
Ostrea lurida,Yellow,5,15˚C,No Tide,15˚C,6,2,H6,0.0223,0.0436,0.0426,0.0203,0.001,20.3,1,4.926,
Ostrea lurida,Yellow,5,15˚C,No Tide,21˚C,1,2,H11,0.0156,0.0316,0.03,0.0144,0.0016,14.4,1.6,11.111,
Ostrea lurida,Yellow,5,15˚C,No Tide,21˚C,6,3,A4,0.0198,0.0291,0.0285,0.0087,0.0006,8.7,0.6,6.897,
Ostrea lurida,Yellow,5,15˚C,No Tide,21˚C,9,3,A7,0.0196,0.0313,0.0306,0.011,0.0007,11,0.7,6.364,
Ostrea lurida,Yellow,5,15˚C,No Tide,21˚C,7,3,A5,0.0175,0.03,0.0293,0.0118,0.0007,11.8,0.7,5.932,
Ostrea lurida,Yellow,5,15˚C,No Tide,21˚C,4,3,A2,0.0215,0.045,0.0437,0.0222,0.0013,22.2,1.3,5.856,
Ostrea lurida,Yellow,5,15˚C,No Tide,21˚C,8,3,A6,0.0189,0.0393,0.0382,0.0193,0.0011,19.3,1.1,5.699,
Ostrea lurida,Yellow,5,15˚C,No Tide,21˚C,3,3,A1,0.0166,0.0326,0.0318,0.0152,0.0008,15.2,0.8,5.263,
Ostrea lurida,Yellow,5,15˚C,No Tide,21˚C,2,2,H12,0.0182,0.0381,0.0373,0.0191,0.0008,19.1,0.8,4.188,
Ostrea lurida,Yellow,5,15˚C,No Tide,21˚C,10,3,A8,0.0191,0.0427,0.0418,0.0227,0.0009,22.7,0.9,3.965,
Ostrea lurida,Yellow,5,15˚C,No Tide,21˚C,5,3,A3,0.0161,0.025,0.0247,0.0086,0.0003,8.6,0.3,3.488,
Ostrea lurida,Yellow,5,15˚C,Tide,15˚C,7,2,F11,0.0191,0.0252,0.0246,0.0055,0.0006,5.5,0.6,10.909,
Ostrea lurida,Yellow,5,15˚C,Tide,15˚C,9,2,G1,0.0187,0.0244,0.0239,0.0052,0.0005,5.2,0.5,9.615,
Ostrea lurida,Yellow,5,15˚C,Tide,15˚C,5,2,F9,0.0195,0.0281,0.0274,0.0079,0.0007,7.9,0.7,8.861,
Ostrea lurida,Yellow,5,15˚C,Tide,15˚C,2,2,F6,0.0217,0.0293,0.0287,0.007,0.0006,7,0.6,8.571,
Ostrea lurida,Yellow,5,15˚C,Tide,15˚C,8,2,F12,0.0221,0.0372,0.0361,0.014,0.0011,14,1.1,7.857,
Ostrea lurida,Yellow,5,15˚C,Tide,15˚C,10,2,G2,0.02,0.0285,0.0279,0.0079,0.0006,7.9,0.6,7.595,
Ostrea lurida,Yellow,5,15˚C,Tide,15˚C,3,2,F7,0.0231,0.041,0.0399,0.0168,0.0011,16.8,1.1,6.548,
Ostrea lurida,Yellow,5,15˚C,Tide,15˚C,1,2,F5,0.0142,0.0376,0.0362,0.022,0.0014,22,1.4,6.364,
Ostrea lurida,Yellow,5,15˚C,Tide,15˚C,4,2,F8,0.0214,0.039,0.038,0.0166,0.001,16.6,1,6.024,
Ostrea lurida,Yellow,5,15˚C,Tide,15˚C,6,2,F10,0.0147,0.0299,0.0291,0.0144,0.0008,14.4,0.8,5.556,
Ostrea lurida,Yellow,5,15˚C,Tide,21˚C,10,2,G12,0.0204,0.0277,0.0272,0.0068,0.0005,6.8,0.5,7.353,
Ostrea lurida,Yellow,5,15˚C,Tide,21˚C,7,2,G9,0.0215,0.0289,0.0284,0.0069,0.0005,6.9,0.5,7.246,
Ostrea lurida,Yellow,5,15˚C,Tide,21˚C,3,2,G5,0.0172,0.0284,0.0278,0.0106,0.0006,10.6,0.6,5.660,
Ostrea lurida,Yellow,5,15˚C,Tide,21˚C,8,2,G10,0.029,0.0386,0.0381,0.0091,0.0005,9.1,0.5,5.495,
Ostrea lurida,Yellow,5,15˚C,Tide,21˚C,5,2,G7,0.0216,0.0276,0.0273,0.0057,0.0003,5.7,0.3,5.263,
Ostrea lurida,Yellow,5,15˚C,Tide,21˚C,4,2,G6,0.0171,0.0252,0.0248,0.0077,0.0004,7.7,0.4,5.195,
Ostrea lurida,Yellow,5,15˚C,Tide,21˚C,6,2,G8,0.0176,0.0369,0.036,0.0184,0.0009,18.4,0.9,4.891,
Ostrea lurida,Yellow,5,15˚C,Tide,21˚C,2,2,G4,0.0189,0.031,0.0307,0.0118,0.0003,11.8,0.3,2.542,
Ostrea lurida,Yellow,5,15˚C,Tide,21˚C,1,2,G3,0.0177,0.0219,0.0218,0.0041,0.0001,4.1,0.1,2.439,
Ostrea lurida,Yellow,5,15˚C,Tide,21˚C,9,2,G11,0.0239,0.0286,0.0285,0.0046,0.0001,4.6,0.1,2.174,
Ostrea lurida,Yellow,4,15˚C,No Tide,15˚C,4,2,D12,0.0169,0.0309,0.0298,0.0129,0.0011,12.9,1.1,8.527,
Ostrea lurida,Yellow,4,15˚C,No Tide,15˚C,3,2,D11,0.0181,0.0357,0.0345,0.0164,0.0012,16.4,1.2,7.317,
Ostrea lurida,Yellow,4,15˚C,No Tide,15˚C,8,2,E4,0.0257,0.0352,0.0346,0.0089,0.0006,8.9,0.6,6.742,
Ostrea lurida,Yellow,4,15˚C,No Tide,15˚C,10,2,E6,0.0144,0.0271,0.0264,0.012,0.0007,12,0.7,5.833,
Ostrea lurida,Yellow,4,15˚C,No Tide,15˚C,6,2,E2,0.0176,0.0378,0.0368,0.0192,0.001,19.2,1,5.208,
Ostrea lurida,Yellow,4,15˚C,No Tide,15˚C,7,2,E3,0.0226,0.0411,0.0402,0.0176,0.0009,17.6,0.9,5.114,
Ostrea lurida,Yellow,4,15˚C,No Tide,15˚C,9,2,E5,0.0175,0.0323,0.0316,0.0141,0.0007,14.1,0.7,4.965,
Ostrea lurida,Yellow,4,15˚C,No Tide,15˚C,2,2,D10,0.019,0.0318,0.0314,0.0124,0.0004,12.4,0.4,3.226,
Ostrea lurida,Yellow,4,15˚C,No Tide,15˚C,1,2,D9,0.016,0.0317,0.0314,0.0154,0.0003,15.4,0.3,1.948,
Ostrea lurida,Yellow,4,15˚C,No Tide,15˚C,5,2,E1,0.0174,0.0312,0.031,0.0136,0.0002,13.6,0.2,1.471,
Ostrea lurida,Yellow,4,15˚C,No Tide,21˚C,6,2,E12,0.0168,0.0339,0.0328,0.016,0.0011,16,1.1,6.875,
Ostrea lurida,Yellow,4,15˚C,No Tide,21˚C,5,2,E11,0.0201,0.0299,0.0293,0.0092,0.0006,9.2,0.6,6.522,
Ostrea lurida,Yellow,4,15˚C,No Tide,21˚C,8,2,F2,0.0189,0.0258,0.0254,0.0065,0.0004,6.5,0.4,6.154,
Ostrea lurida,Yellow,4,15˚C,No Tide,21˚C,1,2,E7,0.0193,0.0411,0.0399,0.0206,0.0012,20.6,1.2,5.825,
Ostrea lurida,Yellow,4,15˚C,No Tide,21˚C,7,2,F1,0.0224,0.0391,0.0382,0.0158,0.0009,15.8,0.9,5.696,
Ostrea lurida,Yellow,4,15˚C,No Tide,21˚C,3,2,E9,0.0171,0.0309,0.0302,0.0131,0.0007,13.1,0.7,5.344,
Ostrea lurida,Yellow,4,15˚C,No Tide,21˚C,10,2,F4,0.0199,0.0321,0.0315,0.0116,0.0006,11.6,0.6,5.172,
Ostrea lurida,Yellow,4,15˚C,No Tide,21˚C,2,2,E8,0.0178,0.0351,0.0343,0.0165,0.0008,16.5,0.8,4.848,
Ostrea lurida,Yellow,4,15˚C,No Tide,21˚C,4,2,E10,0.0199,0.0357,0.0352,0.0153,0.0005,15.3,0.5,3.268,
Ostrea lurida,Yellow,4,15˚C,No Tide,21˚C,9,2,F3,0.0141,0.0253,0.0251,0.011,0.0002,11,0.2,1.818,
Ostrea lurida,Yellow,4,15˚C,Tide,15˚C,6,2,C6,0.0209,0.0511,0.0484,0.0275,0.0027,27.5,2.7,9.818,
Ostrea lurida,Yellow,4,15˚C,Tide,15˚C,4,2,C4,0.0212,0.0311,0.0303,0.0091,0.0008,9.1,0.8,8.791,
Ostrea lurida,Yellow,4,15˚C,Tide,15˚C,9,2,C9,0.019,0.0305,0.0296,0.0106,0.0009,10.6,0.9,8.491,
Ostrea lurida,Yellow,4,15˚C,Tide,15˚C,2,2,C2,0.0252,0.041,0.0399,0.0147,0.0011,14.7,1.1,7.483,
Ostrea lurida,Yellow,4,15˚C,Tide,15˚C,8,2,C8,0.0174,0.0396,0.0383,0.0209,0.0013,20.9,1.3,6.220,
Ostrea lurida,Yellow,4,15˚C,Tide,15˚C,1,2,C1,0.0179,0.0451,0.0436,0.0257,0.0015,25.7,1.5,5.837,
Ostrea lurida,Yellow,4,15˚C,Tide,15˚C,7,2,C7,0.0192,0.0445,0.0433,0.0241,0.0012,24.1,1.2,4.979,
Ostrea lurida,Yellow,4,15˚C,Tide,15˚C,5,2,C5,0.0142,0.0243,0.0239,0.0097,0.0004,9.7,0.4,4.124,
Ostrea lurida,Yellow,4,15˚C,Tide,15˚C,3,2,C3,0.017,0.0224,0.0222,0.0052,0.0002,5.2,0.2,3.846,
Ostrea lurida,Yellow,4,15˚C,Tide,15˚C,10,2,C10,0.0206,0.0343,0.0338,0.0132,0.0005,13.2,0.5,3.788,
Ostrea lurida,Yellow,4,15˚C,Tide,21˚C,9,2,D7,0.0207,0.0344,0.0321,0.0114,0.0023,11.4,2.3,20.175,
Ostrea lurida,Yellow,4,15˚C,Tide,21˚C,8,2,D6,0.021,0.029,0.0284,0.0074,0.0006,7.4,0.6,8.108,
Ostrea lurida,Yellow,4,15˚C,Tide,21˚C,7,2,D5,0.0204,0.0293,0.0287,0.0083,0.0006,8.3,0.6,7.229,
Ostrea lurida,Yellow,4,15˚C,Tide,21˚C,2,2,C12,0.016,0.0395,0.0383,0.0223,0.0012,22.3,1.2,5.381,
Ostrea lurida,Yellow,4,15˚C,Tide,21˚C,10,2,D8,0.0215,0.0482,0.0469,0.0254,0.0013,25.4,1.3,5.118,
Ostrea lurida,Yellow,4,15˚C,Tide,21˚C,3,2,D1,0.0163,0.0225,0.0222,0.0059,0.0003,5.9,0.3,5.085,
Ostrea lurida,Yellow,4,15˚C,Tide,21˚C,4,2,D2,0.0206,0.038,0.0373,0.0167,0.0007,16.7,0.7,4.192,
Ostrea lurida,Yellow,4,15˚C,Tide,21˚C,6,2,D4,0.0207,0.041,0.0402,0.0195,0.0008,19.5,0.8,4.103,
Ostrea lurida,Yellow,4,15˚C,Tide,21˚C,5,2,D3,0.0196,0.0331,0.0326,0.013,0.0005,13,0.5,3.846,
Ostrea lurida,Yellow,4,15˚C,Tide,21˚C,1,2,C11,0.0222,0.0305,0.0302,0.008,0.0003,8,0.3,3.750,
Ostrea lurida,Yellow,3,15˚C,No Tide,15˚C,10,2,B2,0.0188,0.0248,0.0243,0.0055,0.0005,5.5,0.5,9.091,
Ostrea lurida,Yellow,3,15˚C,No Tide,15˚C,2,2,A6,0.0166,0.0245,0.024,0.0074,0.0005,7.4,0.5,6.757,
Ostrea lurida,Yellow,3,15˚C,No Tide,15˚C,6,2,A10,0.0248,0.0458,0.0445,0.0197,0.0013,19.7,1.3,6.599,
Ostrea lurida,Yellow,3,15˚C,No Tide,15˚C,5,2,A9,0.0196,0.0317,0.031,0.0114,0.0007,11.4,0.7,6.140,
Ostrea lurida,Yellow,3,15˚C,No Tide,15˚C,1,2,A5,0.0255,0.0464,0.0452,0.0197,0.0012,19.7,1.2,6.091,
Ostrea lurida,Yellow,3,15˚C,No Tide,15˚C,3,2,A7,0.0203,0.0311,0.0305,0.0102,0.0006,10.2,0.6,5.882,
Ostrea lurida,Yellow,3,15˚C,No Tide,15˚C,4,2,A8,0.0213,0.0325,0.0319,0.0106,0.0006,10.6,0.6,5.660,
Ostrea lurida,Yellow,3,15˚C,No Tide,15˚C,9,2,B1,0.019,0.031,0.0304,0.0114,0.0006,11.4,0.6,5.263,
Ostrea lurida,Yellow,3,15˚C,No Tide,15˚C,7,2,A11,0.019,0.0224,0.0223,0.0033,1E-04,3.3,0.1,3.030,
Ostrea lurida,Yellow,3,15˚C,No Tide,15˚C,8,2,A12,0.0209,0.0306,0.0305,0.0096,1E-04,9.6,0.1,1.042,
Ostrea lurida,Yellow,3,15˚C,No Tide,21˚C,5,2,B7,0.0155,0.0237,0.0231,0.0076,0.0006,7.6,0.6,7.895,
Ostrea lurida,Yellow,3,15˚C,No Tide,21˚C,3,2,B5,0.0194,0.0303,0.0296,0.0102,0.0007,10.2,0.7,6.863,
Ostrea lurida,Yellow,3,15˚C,No Tide,21˚C,6,2,B8,0.0209,0.0287,0.0282,0.0073,0.0005,7.3,0.5,6.849,
Ostrea lurida,Yellow,3,15˚C,No Tide,21˚C,8,2,B10,0.0222,0.0355,0.0348,0.0126,0.0007,12.6,0.7,5.556,
Ostrea lurida,Yellow,3,15˚C,No Tide,21˚C,4,2,B6,0.0195,0.037,0.0361,0.0166,0.0009,16.6,0.9,5.422,
Ostrea lurida,Yellow,3,15˚C,No Tide,21˚C,2,2,B4,0.0178,0.0246,0.0243,0.0065,0.0003,6.5,0.3,4.615,
Ostrea lurida,Yellow,3,15˚C,No Tide,21˚C,9,2,B11,0.0233,0.0307,0.0304,0.0071,0.0003,7.1,0.3,4.225,
Ostrea lurida,Yellow,3,15˚C,No Tide,21˚C,10,2,B12,0.0249,0.0323,0.032,0.0071,0.0003,7.1,0.3,4.225,
Ostrea lurida,Yellow,3,15˚C,No Tide,21˚C,7,2,B9,0.0157,0.0267,0.0263,0.0106,0.0004,10.6,0.4,3.774,
Ostrea lurida,Yellow,3,15˚C,No Tide,21˚C,1,2,B3,0.0168,0.0302,0.0298,0.013,0.0004,13,0.4,3.077,
Ostrea lurida,Yellow,3,15˚C,Tide,15˚C,5,1,H1,0.0179,0.0245,0.0239,0.0084,0.0006,8.4,0.6,7.143,
Ostrea lurida,Yellow,3,15˚C,Tide,15˚C,10,1,H6,0.0195,0.0268,0.0262,0.0067,0.0006,6.7,0.6,8.955,
Ostrea lurida,Yellow,3,15˚C,Tide,15˚C,6,1,H2,0.0203,0.0355,0.0346,0.0036,0.0009,3.6,0.9,25.000,
Ostrea lurida,Yellow,3,15˚C,Tide,15˚C,3,1,G11,0.0158,0.0328,0.0318,0.0104,0.001,10.4,1,9.615,
Ostrea lurida,Yellow,3,15˚C,Tide,15˚C,8,1,H4,0.0151,0.0254,0.0248,0.0195,0.0006,19.5,0.6,3.077,
Ostrea lurida,Yellow,3,15˚C,Tide,15˚C,9,1,H5,0.0175,0.0279,0.0273,0.0143,0.0006,14.3,0.6,4.196,
Ostrea lurida,Yellow,3,15˚C,Tide,15˚C,1,1,G9,0.0164,0.0307,0.0299,0.0084,0.0008,8.4,0.8,9.524,
Ostrea lurida,Yellow,3,15˚C,Tide,15˚C,2,1,G10,0.0177,0.0338,0.0329,0.0096,0.0009,9.6,0.9,9.375,
Ostrea lurida,Yellow,3,15˚C,Tide,15˚C,4,1,G12,0.0224,0.04,0.039,0.0075,0.001,7.5,1,13.333,
Ostrea lurida,Yellow,3,15˚C,Tide,15˚C,7,1,H3,0.0186,0.0406,0.0394,0.0143,0.0012,14.3,1.2,8.392,
Ostrea lurida,Yellow,3,15˚C,Tide,21˚C,9,2,A3,0.0279,0.0404,0.0395,0.0116,0.0009,11.6,0.9,7.759,
Ostrea lurida,Yellow,3,15˚C,Tide,21˚C,10,2,A4,0.0248,0.0352,0.0345,0.0097,0.0007,9.7,0.7,7.216,
Ostrea lurida,Yellow,3,15˚C,Tide,21˚C,7,2,A1,0.0183,0.0325,0.0317,0.0134,0.0008,13.4,0.8,5.970,
Ostrea lurida,Yellow,3,15˚C,Tide,21˚C,3,1,H9,0.0217,0.0271,0.0268,0.0051,0.0003,5.1,0.3,5.882,
Ostrea lurida,Yellow,3,15˚C,Tide,21˚C,1,1,H7,0.0172,0.03,0.0293,0.0121,0.0007,12.1,0.7,5.785,
Ostrea lurida,Yellow,3,15˚C,Tide,21˚C,8,2,A2,0.0187,0.0367,0.0358,0.0171,0.0009,17.1,0.9,5.263,
Ostrea lurida,Yellow,3,15˚C,Tide,21˚C,6,1,H12,0.0155,0.0522,0.0504,0.0349,0.0018,34.9,1.8,5.158,
Ostrea lurida,Yellow,3,15˚C,Tide,21˚C,2,1,H8,0.0187,0.0316,0.031,0.0123,0.0006,12.3,0.6,4.878,
Ostrea lurida,Yellow,3,15˚C,Tide,21˚C,5,1,H11,0.0149,0.0343,0.0335,0.0186,0.0008,18.6,0.8,4.301,
Ostrea lurida,Yellow,3,15˚C,Tide,21˚C,4,1,H10,0.0163,0.0274,0.0271,0.0108,0.0003,10.8,0.3,2.778,
Ostrea lurida,Yellow,2,15˚C,No Tide,15˚C,8,1,F8,0.0193,0.0427,0.041,0.0217,0.0017,21.7,1.7,7.834,
Ostrea lurida,Yellow,2,15˚C,No Tide,15˚C,1,1,F1,0.0178,0.0279,0.0272,0.0094,0.0007,9.4,0.7,7.447,
Ostrea lurida,Yellow,2,15˚C,No Tide,15˚C,3,1,F3,0.0171,0.0303,0.0294,0.0123,0.0009,12.3,0.9,7.317,
Ostrea lurida,Yellow,2,15˚C,No Tide,15˚C,7,1,F7,0.0171,0.0309,0.03,0.0129,0.0009,12.9,0.9,6.977,
Ostrea lurida,Yellow,2,15˚C,No Tide,15˚C,4,1,F4,0.0184,0.0338,0.0328,0.0144,0.001,14.4,1,6.944,
Ostrea lurida,Yellow,2,15˚C,No Tide,15˚C,2,1,F2,0.0227,0.0371,0.0362,0.0135,0.0009,13.5,0.9,6.667,
Ostrea lurida,Yellow,2,15˚C,No Tide,15˚C,5,1,F5,0.0162,0.0328,0.0318,0.0156,0.001,15.6,1,6.410,
Ostrea lurida,Yellow,2,15˚C,No Tide,15˚C,9,1,F9,0.018,0.0435,0.0421,0.0241,0.0014,24.1,1.4,5.809,
Ostrea lurida,Yellow,2,15˚C,No Tide,15˚C,10,1,F10,0.0164,0.0315,0.0307,0.0143,0.0008,14.3,0.8,5.594,
Ostrea lurida,Yellow,2,15˚C,No Tide,15˚C,6,1,F6,0.015,0.0302,0.0295,0.0145,0.0007,14.5,0.7,4.828,
Ostrea lurida,Yellow,2,15˚C,No Tide,21˚C,4,1,G2,0.0174,0.0254,0.0248,0.0074,0.0006,7.4,0.6,8.108,
Ostrea lurida,Yellow,2,15˚C,No Tide,21˚C,9,1,G7,0.0178,0.0235,0.0231,0.0053,0.0004,5.3,0.4,7.547,
Ostrea lurida,Yellow,2,15˚C,No Tide,21˚C,1,1,F11,0.0177,0.0367,0.0355,0.0178,0.0012,17.8,1.2,6.742,
Ostrea lurida,Yellow,2,15˚C,No Tide,21˚C,8,1,G6,0.0155,0.0221,0.0217,0.0062,0.0004,6.2,0.4,6.452,
Ostrea lurida,Yellow,2,15˚C,No Tide,21˚C,5,1,G3,0.0167,0.0294,0.0287,0.012,0.0007,12,0.7,5.833,
Ostrea lurida,Yellow,2,15˚C,No Tide,21˚C,7,1,G5,0.0196,0.0326,0.0319,0.0123,0.0007,12.3,0.7,5.691,
Ostrea lurida,Yellow,2,15˚C,No Tide,21˚C,3,1,G1,0.0202,0.0425,0.0413,0.0211,0.0012,21.1,1.2,5.687,
Ostrea lurida,Yellow,2,15˚C,No Tide,21˚C,6,1,G4,0.0184,0.034,0.0332,0.0148,0.0008,14.8,0.8,5.405,
Ostrea lurida,Yellow,2,15˚C,No Tide,21˚C,2,1,F12,0.0151,0.0275,0.0269,0.0118,0.0006,11.8,0.6,5.085,
